Launch Date,Recalls Number,Make,Recalls Model Information,Concern,Defect,Remedy,Vehicle Numbers,Manufacturer Ref,Model,VIN Start,VIN End,Build Start,Build End
28/12/2016,R/2016/274,VAUXHALL,Meriva B & Astra K,FRONT PASSENGER AIRBAG MAY NOT DEPLOY AS INTENDED,The passenger air bag may not meet the correct specification.  In the possible event of a frontal collision  front passenger airbag might not deploy as intended.,On affected vehicles replace passenger air bag module.,1745,16-C-092,MERIVA,W0LSC9DC0G4343210,W0LSH9ES7G4354213,26/07/2016,31/08/2016
28/12/2016,R/2016/274,VAUXHALL,Meriva B & Astra K,FRONT PASSENGER AIRBAG MAY NOT DEPLOY AS INTENDED,The passenger air bag may not meet the correct specification.  In the possible event of a frontal collision  front passenger airbag might not deploy as intended.,On affected vehicles replace passenger air bag module.,1745,16-C-092,ASTRA,W0LBD6EA0HG001152,W0LBF8ELXG8113988,19/07/2016,09/11/2016
22/04/2016,R/2016/016,RENAULT,Kangoo (with seat conversion),BENCH SEAT MAY MOVE FORWARD WITHOUT WARNING,The beach seat base mounting screws may break when the bench is repeatedly repositioned to allow a flat load area. Should this happen a noise will be heard from the bench. In exceptional cases  if the screw has broken  this may cause a loss of protection during an impact.,Recall the vehicles that are likely to be affected and inspect the vehicle. A metal insert will be fitted between the seatback folding pivot and the mounting screw (left and right). Additionally the mounting screws (left and right) will also be replaced.,194,OC4F,KANGOO,VF1FW0ZMC4844723,VF1FW1HM648590951,01/09/2009,30/09/2014
22/04/2014,R/2014/049,TOYOTA,Yaris & Urban Cruiser,STEERING COLUMN MAY BECOME UNSECURED,The steering column mounting bracket may not be of sufficient strength if the steering is repeatedly and forcibly turned on full lock. This  over a prolonged period  can result in the failure of the bracket and ultimate detachment of the steering column.,Recall all affected vehicles and replace the steering column mounting bracket.,1335,,YARIS,JTDJG963#05014451,JTDJG963#05072050,24/06/2005,29/06/2006
22/04/2014,R/2014/049,TOYOTA,Yaris & Urban Cruiser,STEERING COLUMN MAY BECOME UNSECURED,The steering column mounting bracket may not be of sufficient strength if the steering is repeatedly and forcibly turned on full lock. This  over a prolonged period  can result in the failure of the bracket and ultimate detachment of the steering column.,Recall all affected vehicles and replace the steering column mounting bracket.,1335,,URBAN CRUISER,JTKKC164#0J000104,JTKKC164#0J000167,17/12/2008,09/01/2009
22/04/2014,R/2014/049,TOYOTA,Yaris & Urban Cruiser,STEERING COLUMN MAY BECOME UNSECURED,The steering column mounting bracket may not be of sufficient strength if the steering is repeatedly and forcibly turned on full lock. This  over a prolonged period  can result in the failure of the bracket and ultimate detachment of the steering column.,Recall all affected vehicles and replace the steering column mounting bracket.,1335,,YARIS,VNKKG9#3#0A001017,VNKKG9#3#0A216603,08/11/2005,26/06/2009
22/04/2014,R/2014/049,TOYOTA,Yaris & Urban Cruiser,STEERING COLUMN MAY BECOME UNSECURED,The steering column mounting bracket may not be of sufficient strength if the steering is repeatedly and forcibly turned on full lock. This  over a prolonged period  can result in the failure of the bracket and ultimate detachment of the steering column.,Recall all affected vehicles and replace the steering column mounting bracket.,1335,,YARIS,JTDJL963#00001005,JTDJL963#00008825,19/07/2006,18/02/2009
22/04/2014,R/2014/049,TOYOTA,Yaris & Urban Cruiser,STEERING COLUMN MAY BECOME UNSECURED,The steering column mounting bracket may not be of sufficient strength if the steering is repeatedly and forcibly turned on full lock. This  over a prolonged period  can result in the failure of the bracket and ultimate detachment of the steering column.,Recall all affected vehicles and replace the steering column mounting bracket.,1335,,URBAN CRUISER,JTKKH164#0J000109,JTKKH164#0J000376,17/12/2008,12/12/2009
22/04/2014,R/2014/049,TOYOTA,Yaris & Urban Cruiser,STEERING COLUMN MAY BECOME UNSECURED,The steering column mounting bracket may not be of sufficient strength if the steering is repeatedly and forcibly turned on full lock. This  over a prolonged period  can result in the failure of the bracket and ultimate detachment of the steering column.,Recall all affected vehicles and replace the steering column mounting bracket.,1335,,YARIS,JTDKG963#05021700,JTDKG963#05137481,22/08/2005,25/12/2008
22/04/2014,R/2014/049,TOYOTA,Yaris & Urban Cruiser,STEERING COLUMN MAY BECOME UNSECURED,The steering column mounting bracket may not be of sufficient strength if the steering is repeatedly and forcibly turned on full lock. This  over a prolonged period  can result in the failure of the bracket and ultimate detachment of the steering column.,Recall all affected vehicles and replace the steering column mounting bracket.,1335,,YARIS,VNKJG9#3#0A002526,VNKJG9#3#0A215746,21/01/2006,25/06/2009
22/04/2014,R/2014/049,TOYOTA,Yaris & Urban Cruiser,STEERING COLUMN MAY BECOME UNSECURED,The steering column mounting bracket may not be of sufficient strength if the steering is repeatedly and forcibly turned on full lock. This  over a prolonged period  can result in the failure of the bracket and ultimate detachment of the steering column.,Recall all affected vehicles and replace the steering column mounting bracket.,1335,,YARIS,JTDKG963#00013689,JTDKG963#00045853,22/08/2005,25/12/2008
22/04/2014,R/2014/049,TOYOTA,Yaris & Urban Cruiser,STEERING COLUMN MAY BECOME UNSECURED,The steering column mounting bracket may not be of sufficient strength if the steering is repeatedly and forcibly turned on full lock. This  over a prolonged period  can result in the failure of the bracket and ultimate detachment of the steering column.,Recall all affected vehicles and replace the steering column mounting bracket.,1335,,YARIS,VNKJC9#3#0A008629,VNKKL9#3#8A300025,07/11/2005,26/06/2009
22/04/2014,R/2014/049,TOYOTA,Yaris & Urban Cruiser,STEERING COLUMN MAY BECOME UNSECURED,The steering column mounting bracket may not be of sufficient strength if the steering is repeatedly and forcibly turned on full lock. This  over a prolonged period  can result in the failure of the bracket and ultimate detachment of the steering column.,Recall all affected vehicles and replace the steering column mounting bracket.,1335,,YARIS,JTDKG963#02000005,JTDKG963#02004139,22/08/2005,25/12/2008
22/04/2014,R/2014/049,TOYOTA,Yaris & Urban Cruiser,STEERING COLUMN MAY BECOME UNSECURED,The steering column mounting bracket may not be of sufficient strength if the steering is repeatedly and forcibly turned on full lock. This  over a prolonged period  can result in the failure of the bracket and ultimate detachment of the steering column.,Recall all affected vehicles and replace the steering column mounting bracket.,1335,,YARIS,JTDKG963#0J001160,JTDKG963#0J004317,22/08/2005,25/12/2008
22/04/2014,R/2014/049,TOYOTA,Yaris & Urban Cruiser,STEERING COLUMN MAY BECOME UNSECURED,The steering column mounting bracket may not be of sufficient strength if the steering is repeatedly and forcibly turned on full lock. This  over a prolonged period  can result in the failure of the bracket and ultimate detachment of the steering column.,Recall all affected vehicles and replace the steering column mounting bracket.,1335,,YARIS,JTDKL963#00001007,JTDKL963#00008840,19/07/2006,26/02/2009
08/08/2012,RM/2012/016,KAWASAKI,ZG1400 ,REAR BRAKE MAY FAIL,On eligible units of 1400 GTR and 1400GTR ABS models small stones or other road debris can become trapped between the rear brake pedal and guard and prevent the pedal from fully releasing. This can cause over heating potentially leading to rear brake damage and lock up or failure of the rear brake. On 14  GTR ABS models with K-ACT the front brake may also be affected because it is linked with rear brake operation.  ,The repair consists of replacing the rear master cylinder rod end and removing the guard.,1476,DAE20,ZG1400,JKBZGT40AAA019001,JKBZGT40AAA0222802,,
08/08/2012,RM/2012/016,KAWASAKI,ZG1400 ,REAR BRAKE MAY FAIL,On eligible units of 1400 GTR and 1400GTR ABS models small stones or other road debris can become trapped between the rear brake pedal and guard and prevent the pedal from fully releasing. This can cause over heating potentially leading to rear brake damage and lock up or failure of the rear brake. On 14  GTR ABS models with K-ACT the front brake may also be affected because it is linked with rear brake operation.  ,The repair consists of replacing the rear master cylinder rod end and removing the guard.,1476,DAE20,ZG1400,JKBZGT40AAA005009,JKBZGT40AAA015140,,
08/08/2012,RM/2012/016,KAWASAKI,ZG1400 ,REAR BRAKE MAY FAIL,On eligible units of 1400 GTR and 1400GTR ABS models small stones or other road debris can become trapped between the rear brake pedal and guard and prevent the pedal from fully releasing. This can cause over heating potentially leading to rear brake damage and lock up or failure of the rear brake. On 14  GTR ABS models with K-ACT the front brake may also be affected because it is linked with rear brake operation.  ,The repair consists of replacing the rear master cylinder rod end and removing the guard.,1476,DAE20,ZG1400,JKBZGT40CCA013002,JKBZGT40CCA017411,,
08/08/2012,RM/2012/016,KAWASAKI,ZG1400 ,REAR BRAKE MAY FAIL,On eligible units of 1400 GTR and 1400GTR ABS models small stones or other road debris can become trapped between the rear brake pedal and guard and prevent the pedal from fully releasing. This can cause over heating potentially leading to rear brake damage and lock up or failure of the rear brake. On 14  GTR ABS models with K-ACT the front brake may also be affected because it is linked with rear brake operation.  ,The repair consists of replacing the rear master cylinder rod end and removing the guard.,1476,DAE20,ZG1400,JKBZGT40CCA006032,JKBZGT40CCA009994,,
08/08/2012,RM/2012/016,KAWASAKI,ZG1400 ,REAR BRAKE MAY FAIL,On eligible units of 1400 GTR and 1400GTR ABS models small stones or other road debris can become trapped between the rear brake pedal and guard and prevent the pedal from fully releasing. This can cause over heating potentially leading to rear brake damage and lock up or failure of the rear brake. On 14  GTR ABS models with K-ACT the front brake may also be affected because it is linked with rear brake operation.  ,The repair consists of replacing the rear master cylinder rod end and removing the guard.,1476,DAE20,ZG1400,JKBZGT40CCA000036,JKBZGT40CCA003557,,
19/12/2003,R/2003/183,PEUGEOT,607,PROTECTION OF THE BATTERY SUPPLY CIRCUIT.,It is necessary to protect the battery supply circuit to prevent any possible risk of an electrical short circuit,Fit a replacement battery negative cable fitted with a maxi fuse  also fit protective felt to the aluminium section of the air conditioning pipes to insulate them from the battery positive cable. ,3696,XYV,607,,,,
08/02/2008,RM/2008/008,APRILIA,MANA 850,THROTTLE MAY NOT CLOSE DUE TO THE INGESTION OF DEBRIS,It has been identified that  road debris and or stones can enter the throttle body and obstruct the throttle linkage  causing the throttle to remain open.,Recall all affected machine to fit protective cover to throttle body assembly and where necessary  replace throttle cable  body and upgrade the ECU software.,60,,MANA 850,ZD4RC00047S000794,ZD4RC00088S001044,,
22/02/2017,R/2017/058,CITROEN,Spacetourer and Dispatch IV,BRAKE SERVO MAY BE INSECURE,The tightening torque of one of the nuts of the connection between the brake servo unit and the brake pedal may be not correct to specification. This may allow air to enter the servo,Check servo security and where necessary replace the brake servo unit,2,NYJ,DISPATCH IV,VF7******GZ023971,VF7******GZ037036,13/04/2016,29/06/2016
22/02/2017,R/2017/058,CITROEN,Spacetourer and Dispatch IV,BRAKE SERVO MAY BE INSECURE,The tightening torque of one of the nuts of the connection between the brake servo unit and the brake pedal may be not correct to specification. This may allow air to enter the servo,Check servo security and where necessary replace the brake servo unit,2,NYJ,SPACETOURER,VF7******GZ023971,VF7******GZ037036,13/04/2016,29/06/2016
30/03/2012,R/2012/030,CHRYSLER UK LTD,Ypsilon,ABS MAY FAIL,The battery carrier tray may interfere with the ABS control unit wiring.  This may damage the wiring and cause the ABS system to fail.,Check the wiring layout  reposition if required and add protection to the harness.,733,5601,YPSILON,,,01/07/2011,30/09/2011
16/04/2013,R/2013/022,HYUNDAI,Veloster FS sport with Panoramic Sunroof,SUNROOF GLASS MAY SHATTER,The sunroof may shatter due to an error in installation.,Recall the vehicles that are likely to be affected to check the installation and toughness of the glass. Where necessary the sunroof will be replaced.,1268,20C125,VELOSTER FS,KMHTC61DLCU077598,KMHTC61DVCU040488 ,01/11/2011,17/04/2012
18/12/2017,R/2017/333,VW,Amarok,POWER STEERING RETURN HOSE CAN BECOME DAMAGED AND CAUSE HYDRAULIC FLUID TO LEAK AND/OR THE POWER STEERING TO FAIL,A hose clip can damage the power steering return hose for the steering rack. The power steering hose can also contact the wheel housing. If the hose is damaged  hydraulic fluid can discharge and the power steering assistance could fail. In unfavourable cases the hydraulic fluid can get in contact with hot vehicle component or on the brake disc. This could create a danger of accident or fire.,Recall the vehicles that are likely to be affected and fit a serrated ring. Fit or remove a spacer as appropriate.,2036,48O1,AMAROK,WV1ZZZ2HZHH002360,WV1ZZZ2HZJH004872,31/08/2016,01/09/2017
31/10/2007,R/2007/190,ISUZU,RODEO PICK UP,BRAKE MASTER CYLINDER MAY FAIL,The front brakes may fail as a result of a fault in the brake master cylinder.,Recall the vehicles that are likely to be affected to fit new brake master cylinders.,782,,PICK UP,,,,
14/08/2007,R/2007/088,CHRYSLER,Jeep Liberty,RISK OF FIRE,The blower motor may  under certain operating conditions  overheat and cause an interior fire,Recall affected vehicles and fit modified blower motor.,2207,G03,JEEP,,,01/01/2006,01/06/2007
12/07/2010,R/2010/110,MAN BUS ,Noge Titanium,LOSS OF ELECTRICAL SUPPLY,It is possible that during battery maintenance  the main battery cables can foul in the battery box closing system. Repeated operation of opening and closing of the battery box can  in extreme cases  cause a short circuit and subsequence loss of power.,Recall affected vehicles to check for fouling and rectify as required.,4,181209 Noge,NOGE TITANIUM,,,,
01/05/2001,R/2001/046,FORD,Cougar,BATTERY CABLE AND ALTERNATOR B+ STUD CONCERN.,Battery cable may be misrouted and/or a loose connection at the alternator B+ stud which could cause a risk of an electrical short.,B+ stud torque to be checked. Battery cable routing to be checked and any damaged cables to be replaced.,9447,1C731,COUGAR,Vehicles have US format VIN numbers.,,01/01/1999,18/09/2000
21/05/2009,RM/2009/023,BMW MOTORCYCLES,F800GS,QUICK- RELEASE AXLES MAY BE  DEFECTIVE,The front quick release axle may not be to specification. The axle may become damaged or in the worst case fail when the machine is used in circumstances of severe loading. (Extension of RM/2009/022 after further information came to light),Recall the machines that are likely to be affected to replace the front quick release axle.,482,,F SERIES,ZT62294,ZT70012,,
19/01/98,RM/98/001,KAWASAKI,VN1500 - D2,POSSIBLE TRANSMISSION LOCK-UP,Some machines may have been fitted with an incorrectly machined fourth gear dog. This could cause breakage of the gear dog and result in lock up of the transmission.,Affected machines are being recalled to have a check carried out on the machining of the fourth gear dog. Where this is found to be of the incorrect type  the appropriate gears will be replaced.,48,,VN1500D2,Various,,01/01/1997,31/12/1997
18/08/2007,RM/2007/026,HARLEY DAVIDSON,VRSCR,POTENTIAL FOR INJURY FROM CONTACT WITH EXHAUST,It has been identified that on the subject machines  a condition may exist which will cause the trousers of some riders to have direct contact with the exhaust pipe. Should this occur  the clothing could char or burn  which might result in injury to the rider.,Recalled machines will be fitted with a new exhaust shield.,385,132,VCSCR,,,,
23/03/2011,R/2011/016,MG MOTOR,TF LE 500  TF 135 Standard  TF 135 2010 & TF 85th Anniversary,SUSPENSION MAY FAIL,In an isolated number of cases  it is possible that the lower suspension swivel/ball joint mounting rivets can become detached. This may in extreme cases  if not identified  result in a possible detachment of the joint.,Recall all affected vehicles to relace the lower suspension arm and swivel/ball joint.,900,UK-EXT-CA-002-11,MG TF,SDPRDWBKC8D000251,SDPRDWBKCAD001156,01/01/2008,31/12/2010
29/10/93,R/1993/070,PEUGEOT,405,FRONT SUSPENSION WISHBONE BRACKET,The welding attaching the front suspension lower wishbone bracket to the subframe may be suspect. In extreme conditions this could affect the driving quality of the vehicle.,Recall the affected vehicles and check the integrity of the subject welding. Where this is not to specification the subframe attachment will be reinforced by bolting  or in extreme cases the subframe will be changed.,27859,,405,Various,,01/09/1992,31/03/1993
21/06/2010,R/2010/057,MERCEDES BENZ,AXOR,FUEL MAY ESCAPE,The engine fuel injector pipes may leak fuel as they do not conform to specification.,Recall the vehicles that are likely to be affected to replace the fuel injector pipes with ones that do conform to specification.,197,C215,AXOR,,,01/01/2009,31/12/2009
26/01/2001,R/2000/137,RENAULT,Kangoo,UNINTENTIONAL DEPLOYMENT OF AIR BAGS AND/OR SEAT BELT PRE-TENSIONERS,A fault within the control unit may cause unintentional deployment of the front air bags and or seat belt pre-tensioners.,Recall affected vehicles and fit a quality assured control unit.,14046,0A02,KANGOO,Various,,23/12/1998,26/05/2000
15/12/2017,R/2017/339,CITROEN,C3  C3 AIRCROSS  C4  DS3  DS4  DS5  C4 PICASSO  BERLINGO  BERLINGO VU (B9)    ALL MODELS FITTED WITH 1.6 DV6FC ENGINE, ENGINE COMPONENT  MAY NOT BE TO SPECIFICATION,An engine component may not be to specification which could result in loss of engine performance. This may lead to the engine stalling and potentially causing an engine failure.   In very unlikely circumstances the vehicle speed may increase without warning but will stop on its own after a few seconds.,On affected vehicles carry out a functional diagnostic check of the engine. If necessary replace the engine.,75,GFP,C3,VF7******J4074126,VF7******HW526351,01/10/2017,30/11/2017
15/12/2017,R/2017/339,CITROEN,C3  C3 AIRCROSS  C4  DS3  DS4  DS5  C4 PICASSO  BERLINGO  BERLINGO VU (B9)    ALL MODELS FITTED WITH 1.6 DV6FC ENGINE, ENGINE COMPONENT  MAY NOT BE TO SPECIFICATION,An engine component may not be to specification which could result in loss of engine performance. This may lead to the engine stalling and potentially causing an engine failure.   In very unlikely circumstances the vehicle speed may increase without warning but will stop on its own after a few seconds.,On affected vehicles carry out a functional diagnostic check of the engine. If necessary replace the engine.,75,GFP,C3 AIRCROSS,VF7******J4074126,VF7******HW526351,01/10/2017,30/11/2017
15/12/2017,R/2017/339,CITROEN,C3  C3 AIRCROSS  C4  DS3  DS4  DS5  C4 PICASSO  BERLINGO  BERLINGO VU (B9)    ALL MODELS FITTED WITH 1.6 DV6FC ENGINE, ENGINE COMPONENT  MAY NOT BE TO SPECIFICATION,An engine component may not be to specification which could result in loss of engine performance. This may lead to the engine stalling and potentially causing an engine failure.   In very unlikely circumstances the vehicle speed may increase without warning but will stop on its own after a few seconds.,On affected vehicles carry out a functional diagnostic check of the engine. If necessary replace the engine.,75,GFP,DS3,VF7******J4074126,VF7******HW526351,01/10/2017,30/11/2017
15/12/2017,R/2017/339,CITROEN,C3  C3 AIRCROSS  C4  DS3  DS4  DS5  C4 PICASSO  BERLINGO  BERLINGO VU (B9)    ALL MODELS FITTED WITH 1.6 DV6FC ENGINE, ENGINE COMPONENT  MAY NOT BE TO SPECIFICATION,An engine component may not be to specification which could result in loss of engine performance. This may lead to the engine stalling and potentially causing an engine failure.   In very unlikely circumstances the vehicle speed may increase without warning but will stop on its own after a few seconds.,On affected vehicles carry out a functional diagnostic check of the engine. If necessary replace the engine.,75,GFP,BERLINGO,VF7******J4074126,VF7******HW526351,01/10/2017,30/11/2017
15/12/2017,R/2017/339,CITROEN,C3  C3 AIRCROSS  C4  DS3  DS4  DS5  C4 PICASSO  BERLINGO  BERLINGO VU (B9)    ALL MODELS FITTED WITH 1.6 DV6FC ENGINE, ENGINE COMPONENT  MAY NOT BE TO SPECIFICATION,An engine component may not be to specification which could result in loss of engine performance. This may lead to the engine stalling and potentially causing an engine failure.   In very unlikely circumstances the vehicle speed may increase without warning but will stop on its own after a few seconds.,On affected vehicles carry out a functional diagnostic check of the engine. If necessary replace the engine.,75,GFP,C4 PICASSO,VF7******J4074126,VF7******HW526351,01/10/2017,30/11/2017
15/12/2017,R/2017/339,CITROEN,C3  C3 AIRCROSS  C4  DS3  DS4  DS5  C4 PICASSO  BERLINGO  BERLINGO VU (B9)    ALL MODELS FITTED WITH 1.6 DV6FC ENGINE, ENGINE COMPONENT  MAY NOT BE TO SPECIFICATION,An engine component may not be to specification which could result in loss of engine performance. This may lead to the engine stalling and potentially causing an engine failure.   In very unlikely circumstances the vehicle speed may increase without warning but will stop on its own after a few seconds.,On affected vehicles carry out a functional diagnostic check of the engine. If necessary replace the engine.,75,GFP,C4,VF7******J4074126,VF7******HW526351,01/10/2017,30/11/2017
15/12/2017,R/2017/339,CITROEN,C3  C3 AIRCROSS  C4  DS3  DS4  DS5  C4 PICASSO  BERLINGO  BERLINGO VU (B9)    ALL MODELS FITTED WITH 1.6 DV6FC ENGINE, ENGINE COMPONENT  MAY NOT BE TO SPECIFICATION,An engine component may not be to specification which could result in loss of engine performance. This may lead to the engine stalling and potentially causing an engine failure.   In very unlikely circumstances the vehicle speed may increase without warning but will stop on its own after a few seconds.,On affected vehicles carry out a functional diagnostic check of the engine. If necessary replace the engine.,75,GFP,DS5,VF7******J4074126,VF7******HW526351,01/10/2017,30/11/2017
15/12/2017,R/2017/339,CITROEN,C3  C3 AIRCROSS  C4  DS3  DS4  DS5  C4 PICASSO  BERLINGO  BERLINGO VU (B9)    ALL MODELS FITTED WITH 1.6 DV6FC ENGINE, ENGINE COMPONENT  MAY NOT BE TO SPECIFICATION,An engine component may not be to specification which could result in loss of engine performance. This may lead to the engine stalling and potentially causing an engine failure.   In very unlikely circumstances the vehicle speed may increase without warning but will stop on its own after a few seconds.,On affected vehicles carry out a functional diagnostic check of the engine. If necessary replace the engine.,75,GFP,BERLINGO VU (89),VF7******J4074126,VF7******HW526351,01/10/2017,30/11/2017
15/12/2017,R/2017/339,CITROEN,C3  C3 AIRCROSS  C4  DS3  DS4  DS5  C4 PICASSO  BERLINGO  BERLINGO VU (B9)    ALL MODELS FITTED WITH 1.6 DV6FC ENGINE, ENGINE COMPONENT  MAY NOT BE TO SPECIFICATION,An engine component may not be to specification which could result in loss of engine performance. This may lead to the engine stalling and potentially causing an engine failure.   In very unlikely circumstances the vehicle speed may increase without warning but will stop on its own after a few seconds.,On affected vehicles carry out a functional diagnostic check of the engine. If necessary replace the engine.,75,GFP,DS4,VF7******J4074126,VF7******HW526351,01/10/2017,30/11/2017
13/12/2016,R/2016/296,MERCEDES BENZ BUS,Citaro,MAINTENANCE FLAP GLASS MAY DETACH,It has been identified that the bonding on the glass panel of the rear left upper maintenance flap may not be to specification. This may allow the glass to vibrate and can result in either the failure (shattering) of the glass panel or the detachment of the glass panel from the frame. This can cause a risk to other road users following the vehicle.,Recall all affected vehicles and fit rubber buffers  an additional retention medium and protective film.,120,T164.20M10092A,CITARO,WEB6280153126703,WEB62801823130744,01/01/2014,01/12/2016
08/03/2002,R/2001/157,RENAULT,Laguna II,FUEL LEAK / EMERGENCY BRAKE ASSIST CONCERN.,Danger of leakage from the Diesel injection high pressure pipes which can result in destruction of the Emergency Brake Assist connector located on the Brake Booster.,Replace diesel fuel injection high pressure rail and pipes and Emergency Brake Assist connector seal at Brake Booster Unit.,2249,OTS 0A58,LAGUNA,To be advised,,,
25/05/99,R/1999/047,BMW,New 3 Series (E46),POSSIBLE UNSCHEDULED DEPLOYMENT OF SIDE AIRBAGS AND ACTIVATION OF BATTERY ISOLATOR SWITCH,In certain driving conditions it is possible for the side airbags and the battery terminal  (safety isolation switch)  to trigger when this is not necessary  ie when no accident has occurred.,Recall the affected vehicles and recode the airbag control unit.,16646,,3 SERIES,Various,,01/09/1998,14/04/1999
30/06/2005,R/2005/099,SCANIA TRUCK,VARIOUS,HUB COVERS MAY WORK LOOSE,There is a possibility that the hub covers on front and tag axles could work loose.,Recall the vehicles that are likely to be affected and fit new hub covers.,239,050961,VARIOUS,,,,
08/06/2016,RCOMP/2016/008,TRIUMPH,A2021334 Lever Kit  Adjustable  Standard  Long.    Affects only  Triumph:  Thruxton  Street Twin  Bonneville T120  Bonneville T120 Black,BRAKE LEVER MAY NOT PERFORM AS INTENDED AND BRAKING EFFICIENCY MAY BE REDUCED,Under certain circumstances a dimensional error on the subject aftermarket front brake levers may cause the brake lever blade to contact the handlebar grip before maximum brake performance is achieved. This condition  if present  may lead to longer overall stopping distances in an emergency braking situation  increasing the risk of a crash. (Note that operation of the brake lever in adjustment positions 3  4  5 and 6 will avoid the above described handlebar grip contact situation.),Recall the machines that are likely to be affected and fit a dimensionally correct Front Brake Lever Kit assembly incorporating a visual identifier and is manufactured as a direct replacement for the defective part.,39,TBA,A2021334 (LEVER KIT),,,28/08/2015,02/02/2016
16/10/2010,R/2010/206,TESLA,Roadster,SHORT CIRCUIT MAY OCCUR,Although highly unlikely  it is possible that the wiring harness for the 12V auxiliary battery could  as a result of incorrect routing  chaff on the carbon fibre armature of the vehicle. If this condition exists and is not addressed  it could  in time  result in a short circuit and electrical arching  which could cause a fire. The high voltage main battery pack and associated wiring is not affected in any way and the issue poses no threat to the electrical system that powers the vehicle.,Recall all affected vehicles to check the wiring and install a protective sleeve as an additional precautionary measure.,31,TSB1017013,Roadster,SFZRE2B13A3000002,SFZRE3B13A3000183,11/08/2009,06/09/2010
04/03/2006,RTW/2006/001,COOPER,LT285/75R16 COOPER DISCOVERER S/T,TYRE TREAD MAY SEPARATE,It has been identified that a low tread gauge in the shoulder slot area could lead to cracking at the base of the shoulder slots. This could result in exposed belt wire and accelerated belt degradation  which could result in separation.,Customers are to be contacted and the subject tyres changed free of charge.,81,#145,LT285/75R16 COOPER DISCOVERER S/T,,,22/02/2004,21/01/2006
04/03/2006,RTW/2006/001,COOPER,LT285/75R16 COOPER DISCOVERER S/T,TYRE TREAD MAY SEPARATE,It has been identified that a low tread gauge in the shoulder slot area could lead to cracking at the base of the shoulder slots. This could result in exposed belt wire and accelerated belt degradation  which could result in separation.,Customers are to be contacted and the subject tyres changed free of charge.,81,#145,LT285/75R16,,,22/02/2004,21/01/2006
16/08/2013,R/2013/087,JEEP,Grand Cherokee & Commander,VEHICLE MAY ROLL AWAY,The automatic transmission may shift into or through neutral unintentionally when parked  which in some circumstances could allow the vehicle to move/runaway.,Recall the vehicles that are likely to be affected to attach a software update to remove possibility of inadvertent shifting.,12014,N23,COMMANDER,1J4RD5GM0AY104258,8Y8HX48P891514512,01/02/2004,31/03/2010
16/08/2013,R/2013/087,JEEP,Grand Cherokee & Commander,VEHICLE MAY ROLL AWAY,The automatic transmission may shift into or through neutral unintentionally when parked  which in some circumstances could allow the vehicle to move/runaway.,Recall the vehicles that are likely to be affected to attach a software update to remove possibility of inadvertent shifting.,12014,N23,GRAND CHEROKEE,1J4RD5GM0AY104258,8Y8HX48P891514512,01/02/2004,31/03/2010
04/08/2015,R/2015/133,NISSAN,Note  Juke  Micra & Leaf,ENGINE PUSH START SWITCH MAY MALFUNCTION,On affected models with a push start ignition switch  the switch may remain in the pressed position and not return after switching the engine on. If the vehicle continues to be driven in this condition the emergency engine stop function may operate and cause the engine to unintentionally stop.,Inspect and  where necessary   modify the push start switch housing.,10248,R1511,NOTE,,,01/07/2013,03/03/2014
04/08/2015,R/2015/133,NISSAN,Note  Juke  Micra & Leaf,ENGINE PUSH START SWITCH MAY MALFUNCTION,On affected models with a push start ignition switch  the switch may remain in the pressed position and not return after switching the engine on. If the vehicle continues to be driven in this condition the emergency engine stop function may operate and cause the engine to unintentionally stop.,Inspect and  where necessary   modify the push start switch housing.,10248,R1511,MICRA,,,05/06/2013,16/03/2015
04/08/2015,R/2015/133,NISSAN,Note  Juke  Micra & Leaf,ENGINE PUSH START SWITCH MAY MALFUNCTION,On affected models with a push start ignition switch  the switch may remain in the pressed position and not return after switching the engine on. If the vehicle continues to be driven in this condition the emergency engine stop function may operate and cause the engine to unintentionally stop.,Inspect and  where necessary   modify the push start switch housing.,10248,R1511,LEAF,,,10/09/2013,06/01/2014
04/08/2015,R/2015/133,NISSAN,Note  Juke  Micra & Leaf,ENGINE PUSH START SWITCH MAY MALFUNCTION,On affected models with a push start ignition switch  the switch may remain in the pressed position and not return after switching the engine on. If the vehicle continues to be driven in this condition the emergency engine stop function may operate and cause the engine to unintentionally stop.,Inspect and  where necessary   modify the push start switch housing.,10248,R1511,JUKE,,,25/06/2013,01/05/2013
20/11/2001,R/2001/148,FERRARI,550,ROADWHEELS MAY BECOME LOOSE,There is a possibility that the bolt locating inserts fitted to the magnesium wheel rims may crack if excessive torque is applied to the retaining bolts. This may result in the possible loosening of the affected bolts.,Replace the original wheel rims with aluminium ones that do not have inserts. Also fit new wheel bolts.,247,32,550,ZFFZR49B000107289 to ZFFZR49C000116711,,01/12/1996,30/06/1999
09/06/95,RM/95/002,KAWASAKI,Various,1) FAILURE OF DRIVE CHAIN 2) STOWAGE OF TOOLS IN COMPARTMENT (ZX600-F1 MODEL ONLY),1) As a result of incorrect heat treatment the drive chain may crack and ultimately fail. 2) Items or tools placed in the document/tool kit compartment may fall from the compartment into the drive chain area. (ZX600 - F1 model only).,Recall the affected machines and:- A) Replace the drive chain with a quality assured version. B) Replace the tool bag and mounting strap with modified versions and fit an additional cover (ZX600-F1 model only).,1075,,ZZR750C4,ZX600-F1 000081 to 012145  ZX600-E3 032006 to 034196  ZR550-,,01/01/1994,31/12/1995
